author_institution,country,chosen_latitude,chosen_longitude,total_authors,elite_authors,elite_percentage,is_elite
University of Sargodha,Pakistan,32.0853653,72.67498779,2,0.0,0.0,False
University of Saskatchewan,Canada,52.13277054,-106.62431335,52,12.0,23.076923076923077,True
University of Sassari,Italy,40.72482681,8.56004333,6,1.0,16.666666666666664,False
University of Science and Technology,Yemen,16.3471241,47.89152527,2,0.0,0.0,False
University of Science and Technology Bannu,Pakistan,32.98897934,70.59857178,5,0.0,0.0,False
University of Science and Technology Beijing,China,39.99028015,116.35722351,60,15.0,25.0,True
University of Science and Technology Chittagong,Bangladesh,22.36149979,91.79730225,2,0.0,0.0,False
University of Science and Technology of China,China,31.82197189,117.28058624,231,69.0,29.87012987012987,True
University of Science and Technology of Mazandaran,"Iran, Islamic Republic of",36.75862159130936,53.54019046462727,1,0.0,0.0,False
University of Sciences and Technology Houari Boumediene,Algeria,36.71203613,3.18047476,17,2.0,11.76470588235294,False
University of Selangor,Malaysia,3.27922702,101.50308228,1,0.0,0.0,False
University of Seoul,"Korea, Republic of",37.58332443,127.05838776,7,1.0,14.285714285714285,False
University of Sfax,Tunisia,34.73611832,10.74278927,14,0.0,0.0,False
University of Shahrood,"Iran, Islamic Republic of",36.41950226,54.96499252,13,2.0,15.384615384615385,False
University of Shanghai for Science and Technology,China,31.29012489,121.55225372,35,5.0,14.285714285714285,False
University of Sharjah,United Arab Emirates,25.28808403,55.47917938,6,0.0,0.0,False
University of Sheffield,United Kingdom,53.37267303,-1.5074898,180,60.0,33.33333333333333,True
University of Shizuoka,Japan,34.99499893,138.44528198,2,1.0,50.0,True
University of Siegen,Germany,50.90639114,8.02832985,9,1.0,11.11111111111111,False
University of Siena,Italy,43.31884766,11.33499146,33,8.0,24.242424242424242,True
University of Silesia,Poland,50.56874084,19.2343998,4,1.0,25.0,True
University of Sindh,Pakistan,25.42160034,68.26329803,1,0.0,0.0,False
University of Sistan and Baluchestan,"Iran, Islamic Republic of",29.46386147,60.85680771,1,0.0,0.0,False
University of Skövde,Sweden,58.39412689,13.85457897,14,2.0,14.285714285714285,False
University of Social Sciences and Humanities,Poland,52.24856949,21.0656395,3,0.0,0.0,False
University of Sousse,Tunisia,35.82881927,10.64053917,7,0.0,0.0,False
University of South Africa,South Africa,-25.76610565,28.19758224,9,2.0,22.22222222222222,True
University of South Alabama,United States,30.69737625,-88.18288422,1,0.0,0.0,False
University of South Australia,Australia,-30.10808372,135.83181763,63,15.0,23.809523809523807,True
University of South Bohemia in České Budějovice,Czechia,48.97674179,14.4497118,1,0.0,0.0,False
University of South Carolina,United States,33.99303436,-81.02719116,62,18.0,29.03225806451613,True
University of South Carolina Upstate,United States,34.99809647,-81.97075653,3,0.0,0.0,False
University of South China,China,26.90460014,112.59549713,4,0.0,0.0,False
University of South Dakota,United States,42.78821182,-96.92492676,8,4.0,50.0,True
University of South Florida,United States,28.0616169,-82.41282654,70,16.0,22.857142857142858,True
University of South Florida St. Petersburg,United States,27.76100159,-82.63297272,9,6.0,66.66666666666666,True
University of South Wales,United Kingdom,51.58910751,-3.32681799,3,0.0,0.0,False
University of South-Eastern Norway,Norway,59.13764572,9.67325783,4,0.0,0.0,False
University of Southampton,United Kingdom,50.93542862,-1.39649785,181,50.0,27.624309392265197,True
University of Southern Brittany,France,47.64630127,-2.74419999,5,0.0,0.0,False
University of Southern California,United States,33.69195557,-117.91808319,333,99.0,29.72972972972973,True
University of Southern Denmark,Denmark,55.36840057,10.42805862,33,9.0,27.27272727272727,True
University of Southern Maine,United States,43.68233109,-70.44902802,1,0.0,0.0,False
University of Southern Mississippi,United States,31.32838821,-89.3325882,12,5.0,41.66666666666667,True
University of Southern Queensland,Australia,-27.60463524,151.93006897,23,5.0,21.73913043478261,True
University of Split,Croatia,43.51184464,16.46761513,3,0.0,0.0,False
University of St Andrews,United Kingdom,56.34121323,-2.79301119,73,24.0,32.87671232876712,True
University of St. Gallen,Switzerland,47.43255615,9.37572098,36,5.0,13.88888888888889,False
University of St. Thomas - Minnesota,United States,44.94184875,-93.19181824,1,0.0,0.0,False
University of St. Thomas - Texas,United States,29.73671341,-95.39333344,1,0.0,0.0,False
University of Stavanger,Norway,58.93761444,5.69716883,14,5.0,35.714285714285715,True
University of Stirling,United Kingdom,56.14593124,-3.91758776,39,13.0,33.33333333333333,True
University of Strasbourg,France,48.5802803,7.76444006,31,10.0,32.25806451612903,True
University of Strathclyde,United Kingdom,55.88303757,-4.15854597,158,31.0,19.62025316455696,False
University of Stuttgart,Germany,48.78152466,9.17469406,56,13.0,23.214285714285715,True
University of Sunderland,United Kingdom,54.9042511,-1.39202023,6,0.0,0.0,False
University of Surrey,United Kingdom,51.23590088,-0.6093877,138,36.0,26.08695652173913,True
University of Sussex,United Kingdom,50.86527634,-0.08555555,80,28.0,35.0,True
University of Swabi,Pakistan,34.1308136,72.47177124,1,0.0,0.0,False
University of Swat,Pakistan,34.8367881532424,72.3522189483902,2,0.0,0.0,False
University of Sydney,Australia,-33.86681366,151.16093445,162,61.0,37.65432098765432,True
University of Szczecin,Poland,53.41841888,14.53564739,1,0.0,0.0,False
University of Szeged,Hungary,46.25004578,20.1465168,16,2.0,12.5,False
University of Tabriz,"Iran, Islamic Republic of",38.07386017,46.29787827,51,5.0,9.803921568627452,False
University of Tabuk,Saudi Arabia,28.38355827,36.48528671,5,1.0,20.0,True
University of Talca,Chile,-35.40525436,-71.63400269,5,0.0,0.0,False
University of Tartu,Estonia,58.38088608,26.71965981,31,8.0,25.806451612903224,True
University of Tartu Natural History Museum and Botanical Garden,Estonia,58.37349701,26.71616173,1,1.0,100.0,True
University of Tasmania,Australia,-42.90789795,147.32006836,42,13.0,30.952380952380953,True
University of Technology - Iraq,Iraq,33.31201935,44.44721603,6,0.0,0.0,False
University of Technology Malaysia,Malaysia,1.55970395,103.63807678,132,16.0,12.121212121212121,False
University of Technology Sydney,Australia,-33.90242004,151.20779419,203,50.0,24.63054187192118,True
University of Technology and Applied Sciences - Al Mussanah,Oman,21.00002861,57.00368881,2,0.0,0.0,False
University of Technology of Belfort-Montbéliard,France,47.51194,6.79971457,13,0.0,0.0,False
University of Technology of Compiègne,France,49.41500854,2.8177731,19,2.0,10.526315789473683,False
University of Technology of Troyes,France,48.26919937,4.06673002,8,2.0,25.0,True
University of Tehran,"Iran, Islamic Republic of",35.70389938,51.39512253,89,15.0,16.853932584269664,False
University of Tennessee Health Science Center,United States,35.14111328,-90.03006744,20,7.0,35.0,True
University of Tennessee at Chattanooga,United States,35.04750443,-85.29846191,1,0.0,0.0,False
University of Tennessee at Knoxville,United States,35.95282364,-83.94454193,79,24.0,30.37974683544304,True
University of Teramo,Italy,42.67011261,13.7012949,2,0.0,0.0,False
University of Thessaly,Greece,39.35763168,22.95069885,11,2.0,18.181818181818183,False
University of Tikrit,Iraq,34.61580658,43.67860413,2,0.0,0.0,False
University of Tokyo Hospital,Japan,35.70811462,139.76745605,14,6.0,42.857142857142854,True
University of Toledo,United States,41.65777206,-83.61348724,27,4.0,14.814814814814813,False
University of Toronto,Canada,43.66167068,-79.39499664,346,117.0,33.81502890173411,True
University of Toyama,Japan,36.69916916,137.18806458,9,3.0,33.33333333333333,True
University of Transport and Communications,Viet Nam,13.4233942,108.25662231,1,0.0,0.0,False
University of Trento,Italy,46.06924057,11.12060833,129,27.0,20.930232558139537,True
University of Trieste,Italy,45.65910339,13.79464436,13,3.0,23.076923076923077,True
University of Trinidad and Tobago,Trinidad and Tobago,10.40613842,-61.46284866,4,0.0,0.0,False
University of Trás-os-Montes and Alto Douro,Portugal,41.28611374,-7.73975992,18,1.0,5.555555555555555,False
University of Tsukuba,Japan,36.11143112,140.10383606,19,6.0,31.57894736842105,True
University of Tsukuba Hospital,Japan,36.11143112,140.10383606,2,1.0,50.0,True
University of Tulsa,United States,36.15177917,-95.94587708,7,2.0,28.57142857142857,True
University of Turin,Italy,45.06937408,7.68892479,55,8.0,14.545454545454545,False
University of Turku,Finland,60.4563446,22.28531837,53,10.0,18.867924528301888,False
University of Twente,Netherlands,52.24247742,6.85363817,224,47.0,20.982142857142858,True
University of Tübingen,Germany,48.52544785,9.06171322,121,34.0,28.09917355371901,True
University of Udine,Italy,46.08175278,13.21089554,13,2.0,15.384615384615385,False
University of Ulm,Germany,48.423091,9.954898,32,9.0,28.125,True
University of Ulsan,"Korea, Republic of",35.54277039,129.25672913,95,39.0,41.05263157894737,True
University of Ulster,United Kingdom,55.15127182,-6.6761117,75,11.0,14.666666666666666,False
University of Upper Alsace,France,48.33345795,7.43678951,13,0.0,0.0,False
University of Urbino,Italy,43.72332764,12.63678265,1,1.0,100.0,True
University of Utah,United States,40.76153183,-111.83558655,139,31.0,22.302158273381295,True
University of Utah Hospital,United States,40.77145386,-111.83660889,1,0.0,0.0,False
University of Uyo,Nigeria,5.03224468,7.92479086,2,0.0,0.0,False
University of Vaasa,Finland,63.10413361,21.59418678,6,2.0,33.33333333333333,True
University of Vermont,United States,44.47825623,-73.20114899,31,6.0,19.35483870967742,False
University of Vermont Medical Center,United States,44.47873688,-73.19374084,1,1.0,100.0,True
University of Verona,Italy,45.43843842,11.00405312,31,4.0,12.903225806451612,False
University of Veterinary Medicine Vienna,Austria,48.25490952,16.43072891,11,3.0,27.27272727272727,True
University of Victoria,Canada,48.4703064,-123.30347443,43,12.0,27.906976744186046,True
University of Vienna,Austria,48.21216583,16.36713028,63,24.0,38.095238095238095,True
University of Virginia,United States,38.03258514,-78.51531219,105,38.0,36.19047619047619,True
University of Virginia Health System,United States,38.03230667,-78.49861145,3,1.0,33.33333333333333,True
University of Virginia Medical Center,United States,36.74588776,-76.24685669,3,3.0,100.0,True
"University of Vlora ""Ismail Qemali""",Albania,40.45413589,19.48510742,1,0.0,0.0,False
University of Waikato,New Zealand,-37.78637314,175.31741333,54,11.0,20.37037037037037,True
University of Wales,United Kingdom,52.11969757,-3.5996635,3,0.0,0.0,False
University of Wales Institute Cardiff,Singapore,1.35652304,103.80859375,1,1.0,100.0,True
University of Wales Trinity Saint David,United Kingdom,51.85835648,-4.32870579,2,0.0,0.0,False
University of Warmia and Mazury in Olsztyn,Poland,53.77668381,20.47650719,4,1.0,25.0,True
University of Warsaw,Poland,52.23195648,21.00672531,29,3.0,10.344827586206897,False
University of Warwick,United Kingdom,52.38008118,-1.56193054,163,45.0,27.607361963190186,True
University of Washington,United States,47.65513611,-122.30404663,436,175.0,40.137614678899084,True
University of Washington Applied Physics Laboratory,United States,47.65513611,-122.30404663,13,3.0,23.076923076923077,True
University of Washington Bothell,United States,47.75944138,-122.1911087,6,0.0,0.0,False
University of Washington Medical Center,United States,47.64988327,-122.30958557,2,2.0,100.0,True
University of Washington Tacoma,United States,47.23730087,-122.42782593,15,2.0,13.333333333333334,False
University of Waterloo,Canada,43.4703331,-80.54592133,189,53.0,28.04232804232804,True
University of West Attica,Greece,37.97833252,23.6721344,6,2.0,33.33333333333333,True
University of West Bohemia,Czechia,49.86538696,13.56963921,3,0.0,0.0,False
University of West Florida,United States,30.54916191,-87.2151413,11,2.0,18.181818181818183,False
University of West London,United Kingdom,51.50691223,-0.303168,5,1.0,20.0,True
University of Western Australia,Australia,-31.95038986,115.79763031,60,24.0,40.0,True
University of Western Macedonia,Greece,40.27854538,21.75373077,5,2.0,40.0,True
University of Western States,United States,45.53388977,-122.5335083,1,0.0,0.0,False
University of Westminster,United Kingdom,51.4773407,-0.26651421,17,0.0,0.0,False
University of Winchester,United Kingdom,51.05996323,-1.32826805,3,0.0,0.0,False
University of Windsor,Canada,42.30358124,-83.064888,18,5.0,27.77777777777778,True
University of Winnipeg,Canada,49.89133072,-97.15392303,3,0.0,0.0,False
University of Wisconsin Health,United States,43.07184982,-89.40789032,2,0.0,0.0,False
University of Wisconsin System,United States,43.07184982,-89.40789032,3,0.0,0.0,False
University of Wisconsin–Eau Claire,United States,44.78756332,-91.51117706,4,2.0,50.0,True
University of Wisconsin–La Crosse,United States,43.8180275,-91.23061371,2,1.0,50.0,True
University of Wisconsin–Madison,United States,43.07184982,-89.40789032,294,109.0,37.07482993197279,True
University of Wisconsin–Milwaukee,United States,43.03794861,-87.90940094,33,4.0,12.121212121212121,False
University of Wisconsin–Oshkosh,United States,40.71278381,-74.0059433,1,1.0,100.0,True
University of Wisconsin–Stout,United States,44.87210083,-91.92949677,2,0.0,0.0,False
University of Wisconsin–Superior,United States,46.71324158,-92.08407593,1,0.0,0.0,False
University of Wisconsin–Whitewater,United States,42.83834076,-88.74324799,2,0.0,0.0,False
University of Wollongong,Australia,-34.40533829,150.87841797,112,31.0,27.67857142857143,True
University of Wollongong in Dubai,United Arab Emirates,25.10140038,55.16270065,1,0.0,0.0,False
University of Wolverhampton,United Kingdom,52.58753586,-2.12753081,23,6.0,26.08695652173913,True
University of Worcester,United Kingdom,52.1980629,-2.24216485,3,1.0,33.33333333333333,True
University of Wrocław,Poland,51.10897827,17.03266907,2,0.0,0.0,False
University of Wuppertal,Germany,51.24504089,7.14958286,14,7.0,50.0,True
University of Wyoming,United States,41.31303024,-105.57576752,5,1.0,20.0,True
University of Würzburg,Germany,49.78858948,9.93552017,33,11.0,33.33333333333333,True
University of Yamanashi,Japan,35.67832947,138.57305908,9,0.0,0.0,False
University of York,United Kingdom,53.96200943,-1.08367479,92,20.0,21.73913043478261,True
University of Zagreb,Croatia,45.81309509,15.97727966,42,2.0,4.761904761904762,False
University of Zakho,Iraq,37.11634445,42.67154312,1,0.0,0.0,False
University of Zanjan,"Iran, Islamic Republic of",36.6700058,48.47954178,2,0.0,0.0,False
University of Zielona Góra,Poland,51.93837738,15.50504112,12,0.0,0.0,False
University of Zululand,South Africa,-28.85422134,31.84526443,1,0.0,0.0,False
University of Zurich,Switzerland,47.37486267,8.54748917,165,52.0,31.515151515151512,True
University of the Aegean,Greece,39.08467865,26.56869698,18,2.0,11.11111111111111,False
University of the Andes,"Venezuela, Bolivarian Republic of",8.00187111,-66.1109314,3,0.0,0.0,False
University of the Arts London,United Kingdom,51.52109146,-0.1174802,2,0.0,0.0,False
University of the Basque Country,Spain,43.33140564,-2.97060585,74,11.0,14.864864864864865,False
University of the Coast,Colombia,4.09991693,-72.90881348,4,0.0,0.0,False
University of the Cordilleras,Philippines,15.94740677,121.42166901,1,0.0,0.0,False
University of the District of Columbia,United States,38.94338989,-77.06320953,4,0.0,0.0,False
University of the Fraser Valley,Canada,49.02832413,-122.28473663,1,0.0,0.0,False
University of the Free State,South Africa,-29.09195137,26.1692543,8,0.0,0.0,False
University of the Highlands and Islands,United Kingdom,54.89784622,-1.48128462,1,0.0,0.0,False
University of the Littoral Opal Coast,France,50.95330048,1.87950003,2,0.0,0.0,False
University of the Philippines Diliman,Philippines,14.66699982,121.06700134,6,0.0,0.0,False
University of the Punjab,Pakistan,31.29277992,74.17472076,8,2.0,25.0,True
University of the Republic of San Marino,San Marino,43.9378624,12.44501305,1,0.0,0.0,False
University of the South Pacific,Fiji,-17.84283447,177.9871521,6,1.0,16.666666666666664,False
University of the Sunshine Coast,Australia,-26.71789742,153.06567383,13,3.0,23.076923076923077,True
University of the Visayas,Philippines,10.29815483,123.90131378,1,0.0,0.0,False
University of the West Indies,Barbados,13.150033,-59.52503204,12,0.0,0.0,False
University of the West Indies,Jamaica,18.23600006,-77.36399841,12,0.0,0.0,False
University of the West Indies,Trinidad and Tobago,10.74669075,-61.08400726,12,0.0,0.0,False
University of the West Indies System,Jamaica,18.23600006,-77.36399841,3,0.0,0.0,False
University of the West of England,United Kingdom,51.50020981,-2.54748988,50,13.0,26.0,True
University of the West of Scotland,United Kingdom,55.45806885,-4.61164188,13,0.0,0.0,False
University of the Western Cape,South Africa,-33.93223572,18.62994003,11,1.0,9.090909090909092,False
University of the Witwatersrand,South Africa,-26.19293594,28.02677917,14,5.0,35.714285714285715,True
University of Évora,Portugal,39.68219757,-7.96828794,4,0.0,0.0,False
University of Évry Val d'Essonne,France,48.62199046,2.42878771,8,0.0,0.0,False
University of Łódź,Poland,51.76873398,19.4569912,4,1.0,25.0,True
University of Žilina,Slovakia,49.22346878,18.73931313,10,0.0,0.0,False
Università Campus Bio-Medico,Italy,41.76832962,12.47000027,37,11.0,29.72972972972973,True
Università Cattolica del Sacro Cuore,Italy,45.46208572,9.17706776,18,4.0,22.22222222222222,True
Università Iuav di Venezia,Italy,45.43811035,12.32254696,3,1.0,33.33333333333333,True
Università degli Studi Suor Orsola Benincasa,Italy,40.67485046,14.71844387,1,0.0,0.0,False
Università degli Studi del Piemonte Orientale “Amedeo Avogadro”,Italy,45.32759857,8.42459965,6,1.0,16.666666666666664,False
Università degli Studi di Enna Kore,Italy,37.55369949,14.29220009,3,0.0,0.0,False
Università degli Studi eCampus,Italy,45.69846725,9.12133503,1,0.0,0.0,False
Università della Svizzera italiana,Switzerland,46.01088715,8.95808887,30,10.0,33.33333333333333,True
Università di Camerino,Italy,43.13605499,13.06885624,6,0.0,0.0,False
Universitäre Psychiatrische Dienste Bern,Switzerland,46.94800186,7.44813061,1,1.0,100.0,True
Universität Hamburg,Germany,53.56594086,9.98441029,82,21.0,25.609756097560975,True
Universität Innsbruck,Austria,47.26332855,11.3844471,34,10.0,29.411764705882355,True
Universität Trier,Germany,49.74645233,6.68651581,9,5.0,55.55555555555556,True
Universität der Bundeswehr München,Germany,48.0774765,11.63527012,3,0.0,0.0,False
Universität für Weiterbildung Krems,Austria,48.4081955,15.58634663,4,1.0,25.0,True
Universitätsklinik Balgrist,Switzerland,47.35353088,8.57509804,4,1.0,25.0,True
Universitätsklinik für Strahlentherapie,Germany,51.09198761,10.38080788,1,1.0,100.0,True
Universitätsklinikum Erlangen,Germany,49.5987587,11.01074886,1,0.0,0.0,False
Universitätsklinikum Tulln,Austria,48.33104324,16.05207062,1,0.0,0.0,False
Universitätsklinikum Würzburg,Germany,49.7942543,9.92748928,4,4.0,100.0,True
Universitätsmedizin Göttingen,Germany,51.55088425,9.94420147,7,4.0,57.14285714285714,True
Université Bourgogne Franche-Comté,France,47.19179916,5.0229001,9,3.0,33.33333333333333,True
Université Bretagne Loire,France,45.59406662,4.06018686,4,0.0,0.0,False
Université Constantine 2,Algeria,36.24573898,6.56930971,1,0.0,0.0,False
Université Côte d'Azur,France,43.54456711,6.94885254,5,0.0,0.0,False
Université Gaston Berger,Senegal,16.06413078,-16.42339897,3,0.0,0.0,False
Université Grenoble Alpes,France,45.18944168,5.76999998,30,5.0,16.666666666666664,False
Université Gustave Eiffel,France,50.60793686,3.13212657,1,0.0,0.0,False
Université Hassan II Mohammedia,Morocco,33.70300674,-7.37386608,1,0.0,0.0,False
Université IBN Khaldoun Tiaret,Algeria,35.36614609,1.31946874,1,0.0,0.0,False
Université Ibn Zohr,Morocco,31.17282104,-7.3362484,3,0.0,0.0,False
Université Ibn-Tofail,Morocco,34.24520874,-6.58856392,7,0.0,0.0,False
Université Joseph Ki-Zerbo,Burkina Faso,12.37860203,-1.50046325,1,0.0,0.0,False
Université Larbi Tébessi,Algeria,28.0000267,2.9999826,4,0.0,0.0,False
Université Laval,Canada,46.78181076,-71.27400208,51,12.0,23.52941176470588,True
Université Le Havre Normandie,France,49.49583054,0.12943999,1,0.0,0.0,False
Université Libre de Bruxelles,Belgium,50.8117218,4.38108444,102,19.0,18.627450980392158,False
Université Mohammed VI Polytechnique,Morocco,32.21855545,-7.93625021,1,0.0,0.0,False
Université Moulay Ismail de Meknes,Morocco,33.89841461,-5.53215837,8,1.0,12.5,False
Université Nangui Abrogoua,Côte d'Ivoire,5.38755226,-4.0160265,1,0.0,0.0,False
Université Nantes Angers Le Mans,France,48.00774765,0.19851699,4,0.0,0.0,False
Université Oran 1 Ahmed Ben Bella,Algeria,28.0000267,2.9999826,1,1.0,100.0,True
Université Paris 1 Panthéon-Sorbonne,France,48.84943771,2.34373593,2,0.0,0.0,False
Université Paris Cité,France,48.85471725,2.34715796,50,9.0,18.0,False
Université Paris Dauphine-PSL,France,48.85689545,2.35084867,13,3.0,23.076923076923077,True
Université Paris Nanterre,France,48.9038887,2.21389008,2,0.0,0.0,False
Université Paris Sciences et Lettres,France,48.85466766,2.33780599,17,1.0,5.88235294117647,False
Université Paris-Est Créteil,France,48.78961182,2.45259738,2,1.0,50.0,True
Université Paris-Panthéon-Assas,France,48.84771729,2.34636092,1,0.0,0.0,False
Université Paul-Valéry Montpellier,France,43.63299942,3.86999989,2,1.0,50.0,True
Université Savoie Mont Blanc,France,45.56689835,5.91779137,1,0.0,0.0,False
Université Sorbonne Nouvelle,France,48.83976746,2.35373092,5,0.0,0.0,False
Université Sorbonne Paris Nord,France,48.9562149,2.34193301,3,0.0,0.0,False
Université Sultan Moulay Slimane,Morocco,32.33589554,-6.3700676,1,0.0,0.0,False
Université Toulouse - Jean Jaurès,France,43.57770157,1.40405798,6,1.0,16.666666666666664,False
Université Toulouse III - Paul Sabatier,France,43.56193924,1.46833003,13,3.0,23.076923076923077,True
Université TÉLUQ,Canada,46.81328964,-71.22237396,2,0.0,0.0,False
Université d'Angers,France,47.47999954,-0.60139,18,3.0,16.666666666666664,False
Université d'Orléans,France,47.8440094,1.92647171,11,1.0,9.090909090909092,False
Université de Bretagne Occidentale,France,48.39888763,-4.49888897,11,3.0,27.27272727272727,True
Université de Caen Normandie,France,49.19060135,-0.3644,6,0.0,0.0,False
Université de Dschang,Cameroon,5.441998,10.06963253,1,0.0,0.0,False
Université de Lorraine,France,48.69610977,6.17666674,18,1.0,5.555555555555555,False
Université de M'Sila,Algeria,35.70875549,4.53715515,1,0.0,0.0,False
Université de Moncton,Canada,46.10663605,-64.78292847,4,1.0,25.0,True
Université de Montréal,Canada,45.50572586,-73.61325836,107,25.0,23.364485981308412,True
Université de Rouen Normandie,France,49.45957184,1.06993091,8,1.0,12.5,False
Université de Sherbrooke,Canada,45.3780899,-71.92865753,62,11.0,17.741935483870968,False
Université de Toulon,France,43.1361084,6.01944017,4,1.0,25.0,True
Université de Toulouse,France,43.60440063,1.44389999,29,1.0,3.4482758620689653,False
Université de Tours,France,47.35633087,0.70311999,11,2.0,18.181818181818183,False
Université de Versailles Saint-Quentin-en-Yvelines,France,48.80410385,2.1441741,4,0.0,0.0,False
Université de Yaoundé I,Cameroon,3.85712719,11.49944782,1,0.0,0.0,False
Université des Antilles,Guadeloupe,16.252882,-61.56868362,1,0.0,0.0,False
Université des Lettres et des Sciences Humaines de Bamako,Mali,12.6493187,-8.00033665,1,0.0,0.0,False
Université des Montagnes,Cameroon,5.14511633,10.51202583,1,0.0,0.0,False
Université des Sciences et de la Technologie d'Oran Mohamed Boudiaf,Algeria,34.89910889,4.42977524,3,0.0,0.0,False
"Université des Sciences, des Techniques et des Technologies de Bamako",Mali,12.6493187,-8.00033665,1,0.0,0.0,False
Université du Québec en Abitibi-Témiscamingue,Canada,48.23057175,-79.0082016,2,0.0,0.0,False
Université du Québec en Outaouais,Canada,48.41999817,-71.05249786,5,0.0,0.0,False
Université du Québec à Chicoutimi,Canada,48.41931534,-71.05196381,3,0.0,0.0,False
Université du Québec à Montréal,Canada,45.51388931,-73.56027985,18,7.0,38.88888888888889,True
Université du Québec à Trois-Rivières,Canada,46.34845734,-72.57781219,13,1.0,7.6923076923076925,False
Univerzitetni Rehabilitacijski Inštitut,Slovenia,46.11994553,14.81533337,3,0.0,0.0,False
Uniwersytet Komisji Edukacji Narodowej w Krakowie,Poland,50.0533905,19.94481087,1,0.0,0.0,False
Uppsala University,Sweden,59.8576889,17.62978554,76,15.0,19.736842105263158,False
Ural Branch of the Russian Academy of Sciences,Russian Federation,64.68630981,97.74530792,1,0.0,0.0,False
Urban Big Data Centre,United Kingdom,53.9438324,-2.55056405,1,0.0,0.0,False
Urbana University,United States,40.10480499,-83.75875854,5,3.0,60.0,True
Urmia University,"Iran, Islamic Republic of",37.52890015,45.04876709,1,0.0,0.0,False
Urmia University of Technology,"Iran, Islamic Republic of",32.6475296,54.56435013,2,0.0,0.0,False
Urologic Research Institute,United States,38.38342285,-81.76409912,1,0.0,0.0,False
Urology Team,United States,39.50357056,-99.01834106,4,0.0,0.0,False
Ursinus College,United States,40.19453049,-75.45648956,2,1.0,50.0,True
Utah State University,United States,41.75180435,-111.81037903,45,7.0,15.555555555555555,False
Utah Valley University,United States,40.27946472,-111.71486664,2,1.0,50.0,True
Utrecht University,Netherlands,52.08597565,5.17484617,176,47.0,26.704545454545453,True
V. A. Trapeznikov Institute of Control Sciences,Russian Federation,64.68630981,97.74530792,4,0.0,0.0,False
V. B. Sochava Institute of Geography,Russian Federation,64.68630981,97.74530792,1,0.0,0.0,False
V.V. Dokuchaev Soil Science Institute,Russian Federation,64.68630981,97.74530792,1,0.0,0.0,False
VA Ann Arbor Healthcare System,United States,42.28141785,-83.74847412,1,0.0,0.0,False
VA Boston Healthcare System,United States,38.53531647,-78.12265778,13,7.0,53.84615384615385,True
VA Capitol Health Care Network,United States,39.50357056,-99.01834106,1,1.0,100.0,True
VA Center for Clinical Management Research,United States,39.50357056,-99.01834106,2,2.0,100.0,True
VA Connecticut Healthcare System,United States,41.57515335,-72.73828125,9,3.0,33.33333333333333,True
VA Greater Los Angeles Healthcare System,United States,34.0,-118.19999695,1,1.0,100.0,True
VA Maryland Health Care System,United States,38.9527359,-76.70129395,3,1.0,33.33333333333333,True
VA Northern California Health Care System,United States,37.30449677,-81.34009552,2,1.0,50.0,True
VA Pittsburgh Healthcare System,United States,40.44216919,-79.99495697,3,1.0,33.33333333333333,True
VA Portland Health Care System,United States,45.51601791,-122.681427,1,1.0,100.0,True
VA Puget Sound Health Care System,United States,47.73255539,-122.48051453,3,2.0,66.66666666666666,True
VA Salt Lake City Healthcare System,United States,40.75576782,-111.8392868,8,1.0,12.5,False
VA San Diego Healthcare System,United States,32.71575928,-117.16381836,6,4.0,66.66666666666666,True
VA Tennessee Valley Healthcare System,United States,39.50357056,-99.01834106,7,4.0,57.14285714285714,True
VASP Software (Austria),Austria,47.58707047,14.14098835,1,0.0,0.0,False
VIB-KU Leuven Center for Brain & Disease Research,Belgium,50.64095688,4.66128588,10,1.0,10.0,False
VIB-KU Leuven Center for Cancer Biology,Belgium,50.64095688,4.66128588,2,2.0,100.0,True
VIB-UGent Center for Inflammation Research,Belgium,51.04679489,3.72761607,1,0.0,0.0,False
VIB-UGent Center for Medical Biotechnology,Belgium,51.04679489,3.72761607,5,2.0,40.0,True
VIB-UGent Center for Plant Systems Biology,Belgium,51.04679489,3.72761607,3,2.0,66.66666666666666,True
VNU University of Science,Viet Nam,13.4233942,108.25662231,16,1.0,6.25,False
VRVis (Austria),Austria,47.58707047,14.14098835,7,0.0,0.0,False
VSB - Technical University of Ostrava,Czechia,49.83491516,18.28200912,18,0.0,0.0,False
VTT Technical Research Centre of Finland,Finland,63.24677658,25.9209156,39,5.0,12.82051282051282,False
Vaal University of Technology,South Africa,-26.14389992,28.39800072,1,1.0,100.0,True
Vajira Hospital,Thailand,13.78120041,100.50785828,1,0.0,0.0,False
Vala Sciences (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Valdosta State University,United States,30.8464222,-83.29053497,1,0.0,0.0,False
Vale (Brazil),Brazil,-10.33333302,-53.20000076,1,0.0,0.0,False
Valeo (France),France,47.92593384,-1.90046334,6,0.0,0.0,False
Valeo (Ireland),Ireland,52.86519623,-7.97945976,1,0.0,0.0,False
Vali Asr University of Rafsanjan,"Iran, Islamic Republic of",30.40218353,55.99417877,5,0.0,0.0,False
Vall d'Hebron Hospital Universitari,Spain,41.42472076,2.14166665,5,3.0,60.0,True
Vall d'Hebron Institut de Recerca,Spain,41.42472076,2.14166665,1,0.0,0.0,False
Valongo Observatory,Brazil,-10.33333302,-53.20000076,2,0.0,0.0,False
